profile_name,title,started_at,duration_sec,device_type
User 4,Brooklyn Nine-Nine: Season 5: Two Turkeys (Episode 7),2022-04-11 03:04:54,893,Device Type 0
User 4,Brooklyn Nine-Nine: Season 5: Two Turkeys (Episode 7),2022-04-10 21:12:46,406,Device Type 0
User 4,Brooklyn Nine-Nine: Season 5: The Venue (Episode 6),2022-04-10 20:52:32,1213,Device Type 0
User 4,Brooklyn Nine-Nine: Season 5: HalloVeen (Episode 4),2022-04-10 20:31:23,1262,Device Type 0
User 4,Brooklyn Nine-Nine: Season 5: The Venue (Episode 6),2022-04-10 20:29:58,73,Device Type 0
User 4,Brooklyn Nine-Nine: Season 5: Bad Beat (Episode 5),2022-04-10 20:08:19,1298,Device Type 0
User 4,Brooklyn Nine-Nine: Season 5: HalloVeen (Episode 4),2022-04-10 19:47:01,1277,Device Type 0
User 4,Brooklyn Nine-Nine: Season 5: Kicks (Episode 3),2022-04-10 19:25:29,1292,Device Type 0
User 4,"Brooklyn Nine-Nine: Season 5: The Big House, Pt. 2 (Episode 2)",2022-04-10 18:47:34,1324,Device Type 0
User 4,"Brooklyn Nine-Nine: Season 5: The Big House, Pt. 1 (Episode 1)",2022-04-10 18:45:31,122,Device Type 0
User 4,"Brooklyn Nine-Nine: Season 5: The Big House, Pt. 1 (Episode 1)",2022-04-10 18:26:26,1055,Device Type 0
User 4,"Brooklyn Nine-Nine: Season 5: The Big House, Pt. 1 (Episode 1)",2022-04-10 18:00:51,115,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: Crime & Punishment (Episode 22),2022-04-10 17:39:42,1268,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: The Bank Job (Episode 21),2022-04-10 17:22:27,1014,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: The Bank Job (Episode 21),2022-04-10 16:56:03,263,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: The Slaughterhouse (Episode 20),2022-04-10 16:55:58,4,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: The Slaughterhouse (Episode 20),2022-04-10 16:34:08,1283,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: Your Honor (Episode 19),2022-04-10 16:17:34,993,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: Your Honor (Episode 19),2022-04-10 15:49:57,302,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: Chasing Amy (Episode 18),2022-04-10 15:21:06,1290,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: Cop-Con (Episode 17),2022-04-10 15:11:37,568,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: Cop-Con (Episode 17),2022-04-10 14:49:33,736,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: Moo Moo (Episode 16),2022-04-10 14:44:09,323,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: Moo Moo (Episode 16),2022-04-10 14:16:26,936,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: The Last Ride (Episode 15),2022-04-10 13:53:30,1298,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: Serve & Protect (Episode 14),2022-04-10 13:39:38,832,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: Serve & Protect (Episode 14),2022-04-10 13:12:07,463,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: The Audit (Episode 13),2022-04-10 12:47:55,1300,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: The Fugitive: Part 2 (Episode 12),2022-04-10 12:25:57,1317,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: The Fugitive: Part 1 (Episode 11),2022-04-10 12:00:56,1205,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: Captain Latvia (Episode 10),2022-04-10 11:39:22,1283,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: The Overmining (Episode 9),2022-04-10 11:17:44,1297,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: Skyfire Cycle (Episode 8),2022-04-10 10:44:52,1285,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: Mr. Santiago (Episode 7),2022-04-10 10:23:17,1257,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: Mr. Santiago (Episode 7),2022-04-10 09:33:05,40,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: Monster in the Closet (Episode 6),2022-04-10 09:11:21,1267,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: Halloween IV (Episode 5),2022-04-10 08:56:39,877,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: Halloween IV (Episode 5),2022-04-10 08:06:39,840,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: The Night Shift (Episode 4),2022-04-10 07:26:26,1275,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: Coral Palms: Part 3 (Episode 3),2022-04-10 07:05:30,1255,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: Coral Palms: Part 2 (Episode 2),2022-04-10 06:44:03,1282,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: Coral Palms: Part 1 (Episode 1),2022-04-10 06:20:28,948,Device Type 0
User 4,Night Drive,2022-04-10 05:26:29,3166,Device Type 0
User 4,Night Drive,2022-04-10 04:21:54,3525,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: Coral Palms: Part 1 (Episode 1),2022-04-10 00:09:05,331,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: Greg and Larry (Episode 23),2022-04-10 00:01:40,442,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: The Night Shift (Episode 4),2022-04-10 00:01:24,3,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: The Night Shift (Episode 4),2022-04-09 21:03:13,137,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: Coral Palms: Part 3 (Episode 3),2022-04-09 20:42:18,1255,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: Coral Palms: Part 2 (Episode 2),2022-04-09 20:20:41,1296,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: Coral Palms: Part 1 (Episode 1),2022-04-09 19:59:04,1296,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: Greg and Larry (Episode 23),2022-04-09 19:37:17,1305,Device Type 0
User 4,Brooklyn Nine-Nine: Season 4: Coral Palms: Part 1 (Episode 1),2022-04-09 19:36:54,12,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: Greg and Larry (Episode 23),2022-04-09 19:36:52,1,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: The Bureau (Episode 22),2022-04-09 19:14:16,1298,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: Maximum Security (Episode 21),2022-04-09 18:49:33,1477,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: Paranoia (Episode 20),2022-04-09 18:28:26,1266,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: Terry Kitties (Episode 19),2022-04-09 18:13:18,867,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: Terry Kitties (Episode 19),2022-04-09 17:58:33,431,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: Cheddar (Episode 18),2022-04-09 17:34:35,1285,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: Adrian Pimento (Episode 17),2022-04-09 17:25:56,519,Device Type 0
User 4,Thunder Force,2022-04-09 17:25:42,3,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: Adrian Pimento (Episode 17),2022-04-09 16:50:16,746,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: House Mouses (Episode 16),2022-04-09 16:33:39,995,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: House Mouses (Episode 16),2022-04-09 15:40:22,340,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: The 9-8 (Episode 15),2022-04-09 15:39:23,56,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: The 9-8 (Episode 15),2022-04-09 15:21:56,973,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: The 9-8 (Episode 15),2022-04-09 14:23:17,355,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: Karen Peralta (Episode 14),2022-04-09 14:22:44,32,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: The Cruise (Episode 13),2022-04-09 14:22:35,7,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: Karen Peralta (Episode 14),2022-04-09 12:55:34,2103,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: The Cruise (Episode 13),2022-04-09 12:46:03,542,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: The Cruise (Episode 13),2022-04-09 11:21:55,146,Device Type 0
User 4,DEATH NOTE: Death Note: New World (Episode 37),2022-04-09 08:17:41,1200,Device Type 5
User 4,DEATH NOTE: Death Note: 1.28 (Episode 36),2022-04-09 07:58:34,1142,Device Type 5
User 4,DEATH NOTE: Death Note: Malice (Episode 35),2022-04-09 07:53:58,271,Device Type 5
User 4,Brooklyn Nine-Nine: Season 3: The Cruise (Episode 13),2022-04-09 06:39:02,606,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: 9 Days (Episode 12),2022-04-09 06:17:21,1297,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: Hostage Situation (Episode 11),2022-04-09 05:53:31,1251,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: Yippie Kayak (Episode 10),2022-04-09 05:21:05,1261,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: The Swedes (Episode 9),2022-04-09 04:43:17,1281,Device Type 0
User 4,DEATH NOTE: Death Note: Malice (Episode 35),2022-04-09 04:25:10,935,Device Type 5
User 4,Brooklyn Nine-Nine: Season 3: Ava (Episode 8),2022-04-09 04:22:23,1248,Device Type 0
User 4,DEATH NOTE: Death Note: Vigilance (Episode 34),2022-04-09 04:21:08,237,Device Type 5
User 4,Queen of the South: Season 1_hook_primary_16x9,2022-04-09 04:20:23,18,Device Type 5
User 4,Brooklyn Nine-Nine: Season 3: The Mattress (Episode 7),2022-04-09 03:58:38,1422,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: Into the Woods (Episode 6),2022-04-09 03:55:08,208,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: Halloween Part III (Episode 5),2022-04-09 03:47:24,443,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: Halloween Part III (Episode 5),2022-04-08 22:23:25,855,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: The Oolong Slayer (Episode 4),2022-04-08 22:15:37,465,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: The Mattress (Episode 7),2022-04-08 22:13:59,88,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: Into the Woods (Episode 6),2022-04-08 21:52:17,1296,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: Halloween Part III (Episode 5),2022-04-08 21:30:35,1298,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: The Oolong Slayer (Episode 4),2022-04-08 21:09:26,1268,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: Boyle's Hunch (Episode 3),2022-04-08 20:48:03,900,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: Boyle's Hunch (Episode 3),2022-04-08 20:39:51,386,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: The Funeral (Episode 2),2022-04-08 20:32:47,367,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: The Oolong Slayer (Episode 4),2022-04-08 20:32:29,6,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: The Oolong Slayer (Episode 4),2022-04-08 19:57:52,420,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: Boyle's Hunch (Episode 3),2022-04-08 19:36:25,1287,Device Type 0
User 4,Brooklyn Nine-Nine: Season 3: The Funeral (Episode 2),2022-04-08 19:12:29,1295,Device Type 0
User 4,Geostorm,2022-04-08 18:29:27,1961,Device Type 0
User 4,Geostorm,2022-04-08 17:39:20,62,Device Type 0
User 4,Geostorm,2022-04-08 16:44:24,2310,Device Type 0
User 4,Geostorm,2022-04-08 15:30:37,1891,Device Type 0
User 4,DEATH NOTE: Death Note: Vigilance (Episode 34),2022-04-08 15:16:02,1049,Device Type 5
User 4,DEATH NOTE: Death Note: Scorn (Episode 33),2022-04-08 14:55:55,1199,Device Type 5
User 4,DEATH NOTE: Death Note: Selection (Episode 32),2022-04-08 14:53:23,148,Device Type 5
User 4,Brooklyn Nine-Nine: Season 3: New Captain (Episode 1),2022-04-08 14:47:40,1282,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: Johnny and Dora (Episode 23),2022-04-08 14:45:31,128,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: Johnny and Dora (Episode 23),2022-04-08 14:26:54,483,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: Johnny and Dora (Episode 23),2022-04-08 14:09:46,437,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: Johnny and Dora (Episode 23),2022-04-08 13:56:57,248,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: The Chopper (Episode 22),2022-04-08 13:36:28,759,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: The Chopper (Episode 22),2022-04-08 11:53:18,522,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: Det. Dave Majors (Episode 21),2022-04-08 11:49:29,229,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: Det. Dave Majors (Episode 21),2022-04-08 11:29:58,1050,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: Det. Dave Majors (Episode 21),2022-04-08 11:08:03,4,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: AC/DC (Episode 20),2022-04-08 10:52:12,951,Device Type 0
User 4,DEATH NOTE: Death Note: Selection (Episode 32),2022-04-08 08:20:53,1061,Device Type 5
User 4,Genre Specific Moment Clip: The In Between,2022-04-08 08:20:27,7,Device Type 5
User 4,Brooklyn Nine-Nine: Season 2: AC/DC (Episode 20),2022-04-08 05:31:36,377,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: Sabotage (Episode 19),2022-04-08 05:10:29,1267,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: Captain Peralta (Episode 18),2022-04-08 04:45:40,1309,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: Boyle-Linetti Wedding (Episode 17),2022-04-08 04:23:07,1289,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: The Wednesday Incident (Episode 16),2022-04-08 04:08:27,879,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: The Wednesday Incident (Episode 16),2022-04-08 04:01:14,423,Device Type 0
User 4,DEATH NOTE: Death Note: Transfer (Episode 31),2022-04-08 03:56:59,1031,Device Type 5
User 4,Brooklyn Nine-Nine: Season 2: Windbreaker City (Episode 15),2022-04-08 03:39:10,1282,Device Type 0
User 4,DEATH NOTE: Death Note: Justice (Episode 30),2022-04-08 03:32:51,1207,Device Type 5
User 4,DEATH NOTE: Death Note: Father (Episode 29),2022-04-08 03:25:14,453,Device Type 5
User 4,Brooklyn Nine-Nine: Season 2: The Defense Rests (Episode 14),2022-04-08 03:18:54,1215,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: The Defense Rests (Episode 14),2022-04-08 00:34:24,68,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: Payback (Episode 13),2022-04-08 00:17:18,1008,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: Payback (Episode 13),2022-04-07 22:11:31,300,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: Beach House (Episode 12),2022-04-07 21:49:51,1299,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: Stakeout (Episode 11),2022-04-07 21:28:11,1300,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: The Pontiac Bandit Returns (Episode 10),2022-04-07 21:06:31,1299,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: The Road Trip (Episode 9),2022-04-07 20:44:51,1299,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: USPIS (Episode 8),2022-04-07 20:23:33,1277,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: Lockdown (Episode 7),2022-04-07 20:12:06,655,Device Type 0
User 4,Etharkkum Thunindhavan,2022-04-07 19:10:12,3699,Device Type 0
User 4,Etharkkum Thunindhavan,2022-04-07 15:43:27,5065,Device Type 0
User 4,Etharkkum Thunindhavan (Telugu),2022-04-07 15:43:03,2,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: Lockdown (Episode 7),2022-04-07 15:32:32,623,Device Type 0
User 4,DEATH NOTE: Death Note: Father (Episode 29),2022-04-07 15:07:36,829,Device Type 5
User 4,Brooklyn Nine-Nine: Season 2: Jake and Sophia (Episode 6),2022-04-07 15:01:38,1302,Device Type 0
User 4,DEATH NOTE: Death Note: Impatience (Episode 28),2022-04-07 14:47:47,1184,Device Type 5
User 4,DEATH NOTE: Death Note: Abduction (Episode 27),2022-04-07 14:44:42,182,Device Type 5
User 4,Brooklyn Nine-Nine: Season 2: The Mole (Episode 5),2022-04-07 14:43:47,1070,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: The Mole (Episode 5),2022-04-07 14:28:56,213,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: Halloween II (Episode 4),2022-04-07 14:07:36,1279,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: The Jimmy Jab Games (Episode 3),2022-04-07 14:03:17,246,Device Type 0
User 4,DEATH NOTE: Death Note: Abduction (Episode 27),2022-04-07 08:32:44,1033,Device Type 5
User 4,DEATH NOTE: Death Note: Renewal (Episode 26),2022-04-07 08:20:30,730,Device Type 5
User 4,Dasvi,2022-04-07 06:43:51,2972,Device Type 0
User 4,Dasvi,2022-04-07 06:02:42,109,Device Type 0
User 4,Dasvi,2022-04-07 05:00:25,2515,Device Type 0
User 4,DEATH NOTE: Death Note: Renewal (Episode 26),2022-04-07 04:39:57,480,Device Type 5
User 4,DEATH NOTE: Death Note: Silence (Episode 25),2022-04-07 04:30:02,565,Device Type 5
User 4,Dasvi,2022-04-07 04:26:12,1867,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: The Jimmy Jab Games (Episode 3),2022-04-07 04:06:18,1123,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: Chocolate Milk (Episode 2),2022-04-07 03:16:33,2610,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: Undercover (Episode 1),2022-04-07 02:54:59,1293,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: Undercover (Episode 1),2022-04-06 23:28:42,7,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: Charges and Specs (Episode 22),2022-04-06 23:10:16,1106,Device Type 0
User 4,Brooklyn Nine-Nine: Season 2: Undercover (Episode 1),2022-04-06 23:09:49,7,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: Charges and Specs (Episode 22),2022-04-06 23:09:40,1,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: Charges and Specs (Episode 22),2022-04-06 20:23:05,178,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: Unsolvable (Episode 21),2022-04-06 20:01:30,1294,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: Fancy Brudgom (Episode 20),2022-04-06 19:40:15,1275,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: Tactical Village (Episode 19),2022-04-06 19:12:45,1477,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: The Apartment (Episode 18),2022-04-06 18:56:12,915,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: The Apartment (Episode 18),2022-04-06 18:48:45,386,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: Full Boyle (Episode 17),2022-04-06 18:26:46,1291,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: The Party (Episode 16),2022-04-06 18:05:38,1267,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: Operation: Broken Feather (Episode 15),2022-04-06 18:05:30,4,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: Operation: Broken Feather (Episode 15),2022-04-06 17:44:17,1013,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: Operation: Broken Feather (Episode 15),2022-04-06 17:39:11,299,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: The Ebony Falcon (Episode 14),2022-04-06 17:05:24,1290,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: The Bet (Episode 13),2022-04-06 16:54:13,670,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: The Bet (Episode 13),2022-04-06 16:23:16,393,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1_hook_primary_16x9,2022-04-06 16:23:07,4,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: The Bet (Episode 13),2022-04-06 16:18:24,240,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: Pontiac Bandit (Episode 12),2022-04-06 16:18:19,4,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: Pontiac Bandit (Episode 12),2022-04-06 15:53:19,1343,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: Christmas (Episode 11),2022-04-06 15:31:40,1298,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: Thanksgiving (Episode 10),2022-04-06 15:23:00,519,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: Thanksgiving (Episode 10),2022-04-06 15:13:36,511,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: Sal's Pizza (Episode 9),2022-04-06 15:13:33,1,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: Old School (Episode 8),2022-04-06 15:13:29,3,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: 48 Hours (Episode 7),2022-04-06 14:47:40,1289,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: Halloween (Episode 6),2022-04-06 14:22:17,1292,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: The Vulture (Episode 5),2022-04-06 14:00:51,1285,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: M.E. Time (Episode 4),2022-04-06 13:46:53,836,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: The Vulture (Episode 5),2022-04-06 13:40:34,373,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: M.E. Time (Episode 4),2022-04-06 13:19:25,1269,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: Thanksgiving (Episode 10),2022-04-06 13:19:13,5,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: M.E. Time (Episode 4),2022-04-06 12:44:13,17,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: Thanksgiving (Episode 10),2022-04-06 12:39:59,241,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: Thanksgiving (Episode 10),2022-04-06 11:44:47,47,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: Sal's Pizza (Episode 9),2022-04-06 11:35:41,545,Device Type 0
User 4,DEATH NOTE: Death Note: Silence (Episode 25),2022-04-06 06:33:36,788,Device Type 5
User 4,Brooklyn Nine-Nine: Season 1: Sal's Pizza (Episode 9),2022-04-06 04:47:33,810,Device Type 0
User 4,DEATH NOTE: Death Note: Revival (Episode 24),2022-04-06 04:17:00,1210,Device Type 5
User 4,Fate: The Winx Saga: Season 1 (CUF Trailer ),2022-04-06 04:16:13,36,Device Type 5
User 4,Brooklyn Nine-Nine: Season 1: Old School (Episode 8),2022-04-06 04:13:45,1294,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: 48 Hours (Episode 7),2022-04-06 03:52:11,1293,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: Halloween (Episode 6),2022-04-06 03:30:31,1299,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: The Vulture (Episode 5),2022-04-06 03:08:54,1297,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: M.E. Time (Episode 4),2022-04-06 02:47:34,1278,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: M.E. Time (Episode 4),2022-04-05 21:15:05,10,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: The Slump (Episode 3),2022-04-05 20:53:24,1300,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: The Tagger (Episode 2),2022-04-05 20:32:28,1256,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: Pilot (Episode 1),2022-04-05 20:19:31,776,Device Type 0
User 4,Brooklyn Nine-Nine: Season 1: Pilot (Episode 1),2022-04-05 19:52:19,586,Device Type 0
User 4,Men in Black International_hook_primary_16x9,2022-04-05 19:49:07,62,Device Type 0
User 4,Space Force: Season 2: THE HACK (Episode 7),2022-04-05 19:22:22,1602,Device Type 0
User 4,Space Force: Season 2: THE DOCTOR'S APPOINTMENT (Episode 6),2022-04-05 18:36:48,1518,Device Type 0
User 4,Space Force: Season 2: MAD (BUFF) CONFIDENCE (Episode 5),2022-04-05 18:08:29,1311,Device Type 0
User 4,Space Force: Season 2: THE EUROPA PROJECT (Episode 4),2022-04-05 17:48:34,1154,Device Type 0
User 4,Space Force: Season 2: THE EUROPA PROJECT (Episode 4),2022-04-05 17:41:38,403,Device Type 0
User 4,Space Force: Season 2: THE CHINESE DELEGATION (Episode 3),2022-04-05 17:15:18,1527,Device Type 0
User 4,Space Force: Season 2: BUDGET CUTS (Episode 2),2022-04-05 17:09:11,367,Device Type 0
User 4,Space Force: Season 2: BUDGET CUTS (Episode 2),2022-04-05 17:06:53,91,Device Type 0
User 4,Space Force: Season 2: BUDGET CUTS (Episode 2),2022-04-05 16:41:49,1154,Device Type 0
User 4,Space Force: Season 2: THE INQUIRY (Episode 1),2022-04-05 16:25:32,976,Device Type 0
User 4,Space Force: Season 2: THE INQUIRY (Episode 1),2022-04-05 16:12:39,512,Device Type 0
User 4,DEATH NOTE: Death Note: Frenzy (Episode 23),2022-04-05 15:55:32,1154,Device Type 5
User 4,DEATH NOTE: Death Note: Guidance (Episode 22),2022-04-05 15:41:00,838,Device Type 5
User 4,DEATH NOTE: Death Note: Guidance (Episode 22),2022-04-05 15:27:48,364,Device Type 5
User 4,Space Force: Season 1: PROPORTIONATE RESPONSE (Episode 10),2022-04-05 15:24:55,1999,Device Type 0
User 4,DEATH NOTE: Death Note: Performance (Episode 21),2022-04-05 15:12:12,821,Device Type 5
User 4,DEATH NOTE: Death Note: Performance (Episode 21),2022-04-05 14:49:10,421,Device Type 5
User 4,Space Force: Season 1: IT’S GOOD TO BE BACK ON THE MOON (Episode 9),2022-04-05 14:48:34,1984,Device Type 0
User 4,13 Hours: The Secret Soldiers of Benghazi_hook_primary_16x9,2022-04-05 14:48:20,31,Device Type 5
User 4,Space Force: Season 1: CONJUGAL VISIT (Episode 8),2022-04-05 14:44:08,265,Device Type 0
User 4,Space Force: Season 1: CONJUGAL VISIT (Episode 8),2022-04-05 14:09:51,884,Device Type 0
User 4,Space Force: Season 1: IT’S GOOD TO BE BACK ON THE MOON (Episode 9),2022-04-05 14:09:43,5,Device Type 0
User 4,Space Force: Season 1: CONJUGAL VISIT (Episode 8),2022-04-05 13:13:53,1920,Device Type 0
User 4,Space Force: Season 1: EDISON JAYMES (Episode 7),2022-04-05 12:47:01,1542,Device Type 0
User 4,Space Force: Season 1: THE SPY (Episode 6),2022-04-05 12:43:08,215,Device Type 0
User 4,Space Force: Season 1: THE SPY (Episode 6),2022-04-05 04:54:56,471,Device Type 0
User 4,Space Force: Season 1: THE SPY (Episode 6),2022-04-05 04:48:42,330,Device Type 0
User 4,Space Force: Season 1: THE SPY (Episode 6),2022-04-05 04:31:06,901,Device Type 0
User 4,Space Force: Season 1: SPACE FLAG (Episode 5),2022-04-05 03:58:47,1571,Device Type 0
User 4,Space Force: Season 1: SPACE FLAG (Episode 5),2022-04-05 03:56:53,68,Device Type 0
User 4,Space Force: Season 1: LUNAR HABITAT (Episode 4),2022-04-05 03:25:53,1858,Device Type 0
